unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
1231_border_in_land,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for entering by land,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
1231_border_in_sea,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for entering by sea,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
1231_border_out_air,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for leaving by air,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
1231_border_out_land,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for leaving by land,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
1231_border_out_sea,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for leaving by sea,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
1231_quar_travel,1231,Update,2020-04-16 19:23:00,Yes,GAB,Gabon,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-07,required,Strongly Implemented,NA,required,NA,NA,14,NA,"For nationals and residents with symptoms of the disease from countries that are highrisk of contamination (unspecified which countries), a 14day quarantine measure will be automatically applied.",http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/chafg7d90pg22j9/1231_quar_iso.pdf?dl=1,Verified
1232_quar_travel,1232,Update,2020-04-14 21:58:00,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-14,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers from 27 European countries and Dubai (including transits only) are required to selfquarantine for 14 days. For those without a place to selfquarantine in Taiwan, hostels/hotels with board and bed can be arranged with a fee.",NA,https://www.dropbox.com/s/dnn8w7psstcx1p0/1232_quar_iso.pdf?dl=1,Verified
1234_quar_travel,1234,Update,2020-04-14 22:06:48,Yes,HKG,Hong Kong,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-03,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"2 types of quarantine quarantine centers (3) for symptomatic/asymptomatic people, and mandatory home quarantine only for asymptomatic people. Both 14 days. For home quarantine, HK government tracks people using electronic wristbands.",NA,https://www.dropbox.com/s/jzl09djwjrjwvug/1234_quar_iso.pdf?dl=1,Verified
1234_quar_confirm,1234,Update,2020-04-14 22:06:48,Yes,HKG,Hong Kong,NA,NA,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-02-03,none,Implementation Suspended,NA,NA,NA,NA,14,NA,"2 types of quarantine quarantine centers (3) for symptomatic/asymptomatic people, and mandatory home quarantine only for asymptomatic people. Both 14 days. For home quarantine, HK government tracks people using electronic wristbands.",NA,https://www.dropbox.com/s/jzl09djwjrjwvug/1234_quar_iso.pdf?dl=1,Verified
1235_quar_travel,1235,Update,2020-04-14 22:01:07,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-19,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers from 19 Asian countries, Moldova, and 3 American states (Washington, New York, and California) are required to selfquarantine for 14 days. ",NA,https://www.dropbox.com/s/19eweeswko3lgjf/1235_quar_iso.pdf?dl=1,Verified
1236_quar_travel,1236,Update,2020-04-14 22:22:26,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-19,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers from the United States, Canada, Australia, and New Zealand, including transit only, are required to selfquarantine for 14 days upon entry to Taiwan.",NA,https://www.dropbox.com/s/qkf9j00sdozgts2/1236_quar_iso.pdf?dl=1,Verified
1237_screening_air,1237,Update,2020-04-14 22:31:20,Yes,HKG,Hong Kong,NA,NA,NA,NA,symp_screening,Symptom screening when entering by air,2020-01-31,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Body temperature checks for both departing and transit passengers at the HK airport. No boarding will be allowed for passengers with fever. (Did not specify specific temperature),NA,https://www.dropbox.com/s/11hd9bjzzu9lkgv/1237_symp_screening.pdf?dl=1,Verified
1237_quar_travel,1237,Update,2020-04-14 22:27:59,Yes,HKG,Hong Kong,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-01-28,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,advised to selfisolate at home for all Hubei province travelers in HK. Those who need to go out should wear a surgical mask. still recommendation stage and going out is fine,NA,https://www.dropbox.com/s/p27dftdmg56kk0q/1237_quar_iso.pdf?dl=1,Verified
1238_quar_travel,1238,Update,2020-04-14 22:28:12,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-21,required,Strongly Implemented,NA,required,NA,NA,14,NA,All travelers are required to selfquarantine for 14 days upon entry to Taiwan.,NA,https://www.dropbox.com/s/bfmndie0wd06u7p/1238_quar_iso.pdf?dl=1,Verified
1239_quar_confirm,1239,Update,2020-04-14 22:32:15,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-03-19,required,Strongly Implemented,NA,required,NA,NA,14,NA,All contacts of confirmed cases are suspected cases until proven otherwise and are required to selfisolate at home for 14 days.,NA,https://www.dropbox.com/s/lbzt2mrs1ukufe3/1239_quar_iso.pdf?dl=1,Verified
1240_quar_travel,1240,Update,2020-04-14 22:36:00,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-04-03,required,Strongly Implemented,NA,required,NA,NA,14,NA,Travelers who have developed symptoms in the prior 14 days are required to be tested at the airport and to selfquarantine for 14 days upon arrival in Taiwan. ,NA,https://www.dropbox.com/s/cnj8bk5qtipursi/1240_quar_iso.pdf?dl=1,Verified
1241_quar_travel,1241,Update,2020-04-14 22:41:27,Yes,HKG,Hong Kong,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-08,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Starting 2/8/2020, All travelers from mainland China will have to do mandatory quarantine for 14 days. This is a change from Hubei Province only to all mainland China. However, HK Government will exempt people in the relevant businesses and work who need to frequent between the two places from the mandatory quarantine.",NA,https://www.dropbox.com/s/eb8lbu837jsbd87/1241_quar_iso.pdf?dl=1,Verified
1242_quar_travel,1242,Update,2020-04-14 22:53:37,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-04-18,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers who meet any of the following criteria are required to selfquarantine in designated quarantine hotels upon entry to Taiwan in order to reduce risks of transmission to their family members (1) at least one family member is 65 years or older; (2) at least one family member is 6 years or younger; (3) at least one family member has chronic medical conditions such as cardiovascular disorders, diabetes, or lung diseases; (4) there is no studiolike room with unit bath for isolated use.",NA,https://www.dropbox.com/s/ks82wijtp1dm30d/1242_quar_iso.pdf?dl=1,Verified
1244_emergency,1244,Update,2020-04-14 23:25:49,No,CHN,China,CHN.6_1,Guangdong,NA,NA,state_of_emergency,State of emergency,2020-02-24,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,Emergency response level down from level 1 to level 2,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2905977.html,https://www.dropbox.com/s/m7is61xqel3b9ry/1244_state_of_emergency.pdf?dl=1,Verified
1245_masks,1245,Update,2020-04-14 23:45:26,No,CHN,China,CHN.6_1,Guangdong,NA,NA,mask,Universal facemask policies,2020-01-26,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Mandatory face mask policy in public space,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2879265.html,https://www.dropbox.com/s/h2bxhdq739ym32x/1245_mask.pdf?dl=1,Verified
1246_offices,1246,Update,2020-04-14 23:54:05,No,USA,United States of America,USA.44_1,Texas,NA,NA,office_closed,Office closures,2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Governor Abbott Announces Temporary Closure Of Driver License Offices,"https://gov.texas.gov/news/post/governor-abbott-announces-temporary-closure-of-driver-license-offices
",https://www.dropbox.com/s/dbe3nhoqv1imnyq/1246_office_closed.pdf?dl=1,Verified
1248_masks,1248,Update,2020-04-14 23:54:52,No,CHN,China,CHN.6_1,Guangdong,NA,NA,mask,Universal facemask policies,2020-02-05,required,Strongly Implemented,demographic subpopulation,required,NA,NA,NA,NA,Updates based on the first face mask policy with more instructions and guidelines. Excluded infants and toddlers.,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2885112.html,https://www.dropbox.com/s/f3fsbyxkms1bixe/1248_mask.pdf?dl=1,Verified
1250_nursery_school,1250,Update,2020-04-15 00:44:48,No,CHN,China,CHN.6_1,Guangdong,NA,NA,school_closed,Nursery school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Nursery schools remain closed no earlier than February 17, 2020",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/thy5pxpommndnz1/1250_school_closed.pdf?dl=1,Verified
1250_primary_school,1250,Update,2020-04-15 00:44:48,No,CHN,China,CHN.6_1,Guangdong,NA,NA,school_closed,Primary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Primary schools remain closed no earlier than February 17, 2020",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/thy5pxpommndnz1/1250_school_closed.pdf?dl=1,Verified
1250_sec_school,1250,Update,2020-04-15 00:44:48,No,CHN,China,CHN.6_1,Guangdong,NA,NA,school_closed,Secondary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Secondary schools remain closed no earlier than February 17, 2020",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/thy5pxpommndnz1/1250_school_closed.pdf?dl=1,Verified
1250_post_school,1250,Update,2020-04-15 00:44:48,No,CHN,China,CHN.6_1,Guangdong,NA,NA,school_closed,Post-secondary school closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Postsecondary schools remain closed no earlier than February 24, 2020",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/thy5pxpommndnz1/1250_school_closed.pdf?dl=1,Verified
1250_offices,1250,Update,2020-04-15 00:46:03,No,CHN,China,CHN.6_1,Guangdong,NA,NA,office_closed,Office closures,2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Work resumes no earlier than February 9, 2020",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/tcurgzimotrhb9y/1250_office_closed.pdf?dl=1,Verified
1250_retail,1250,Update,2020-04-15 00:47:04,No,CHN,China,CHN.6_1,Guangdong,NA,NA,store_closed,Retail store closures (excluding essentials),2020-01-28,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Resume work no earlier than February 9, 2020.",http://www.gd.gov.cn/gdywdt/gdyw/content/post_2879851.html,https://www.dropbox.com/s/p7le7ihwm4v0kfi/1250_store_closed.pdf?dl=1,Verified
1251_limit_mvt,1251,Update,2020-04-15 01:02:38,No,CHN,China,CHN.6_1,Guangdong,NA,NA,limited_mvt,Limiting movement within borders,2020-01-24,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,"16 Procedures on Level 1 emergercy response 5. Limit traffic, screening at the airport, railway and longdistance bus station",http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/dqv9jixmxiz0w9k/1251_limited_mvt.pdf?dl=1,Verified
1251_gathering_size,1251,Update,2020-04-15 01:16:43,No,CHN,China,CHN.6_1,Guangdong,NA,NA,social_group_limits,Limiting size of gatherings,2020-01-24,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response3. Strict precaution on disease spreading. Minimize public gathering.,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/by7eu34fg7hd613/1251_social_group_limits.pdf?dl=1,Verified
1251_contact_tracing,1251,Update,2020-04-15 01:19:03,No,CHN,China,CHN.6_1,Guangdong,NA,NA,contact_tracing,Contact tracing,2020-01-24,complete contact tracing,Strongly Implemented,NA,NA,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response4. Enhance case management and contact tracing. 9. Use scientific methods on contact tracing12. Contact tracing at the primary administration level.,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/gp2ircxjhvdfkgm/1251_contact_tracing.pdf?dl=1,Verified
1251_testing_symp,1251,Update,2020-04-15 01:22:20,No,CHN,China,CHN.6_1,Guangdong,NA,NA,testing_symp,Testing of symptomatic individuals,2020-01-24,all,Strongly Implemented,NA,NA,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response5. Test temperature of all. Quarantine those with symptoms and refer to designated health organizations. ,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/j9evftmxifuhv8m/1251_testing_symp.pdf?dl=1,Verified
1251_screening_air,1251,Update,2020-04-15 01:13:46,No,CHN,China,CHN.6_1,Guangdong,NA,NA,symp_screening,Symptom screening when entering by air,2020-01-24,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response5. Screening at Traffic Posts,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/n9jkv1jhcttg27w/1251_symp_screening.pdf?dl=1,Verified
1251_symp_scrn_land,1251,Update,2020-04-15 01:13:46,No,CHN,China,CHN.6_1,Guangdong,NA,NA,symp_screening,Symptom screening when entering by land,2020-01-24,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response5. Screening at Traffic Posts,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/n9jkv1jhcttg27w/1251_symp_screening.pdf?dl=1,Verified
1251_symp_scrn_sea,1251,Update,2020-04-15 01:13:46,No,CHN,China,CHN.6_1,Guangdong,NA,NA,symp_screening,Symptom screening when entering by sea,2020-01-24,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response5. Screening at Traffic Posts,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/n9jkv1jhcttg27w/1251_symp_screening.pdf?dl=1,Verified
1251_symp_scrn_within,1251,Update,2020-04-15 01:13:46,No,CHN,China,CHN.6_1,Guangdong,NA,NA,symp_screening,Symptom screening at checkpoints within borders,2020-01-24,required,Strongly Implemented,random sample,required,NA,NA,NA,NA,16 Procedures of Level 1 Emergency Response5. Screening at Traffic Posts,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/n9jkv1jhcttg27w/1251_symp_screening.pdf?dl=1,Verified
1251_quar_travel,1251,Update,2020-04-15 01:10:42,No,CHN,China,CHN.6_1,Guangdong,NA,NA,quar_iso,Quarantine of travelers,2020-01-24,required,Strongly Implemented,NA,required,NA,NA,14,NA,16 Procedures of Level 1 Emergency Response4. Enforce case management,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/p2qszw0env2cgqc/1251_quar_iso.pdf?dl=1,Verified
1251_quar_confirm,1251,Update,2020-04-15 01:10:42,No,CHN,China,CHN.6_1,Guangdong,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-01-24,required,Strongly Implemented,NA,required,NA,NA,14,NA,16 Procedures of Level 1 Emergency Response4. Enforce case management,http://wsjkw.gd.gov.cn/zwyw_gzdt/content/post_2878979.html,https://www.dropbox.com/s/p2qszw0env2cgqc/1251_quar_iso.pdf?dl=1,Verified
